company_website,is_remote,link,source,title,company_address,language_proficiency,personality_traits,soft_skills,min_salary,is_internship,company,diploma,sector,desired_profile,languages,recommended_skills,foreign_company,language_profeciency,contract_type,min_experience,company_description,job_description,date_of_publication,application_date,location,hard_skills,region,job
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/972165/display,Anapec,(2) COMMERCIAL TERRAIN,RABAT AGDAL,,N/A,[],2000,False,RABAT Prefectoral / BENNANI,['BAC + 2 et plus en commerce'],Retail and Sales,Formation : Experience professionnelle : (6 mois - 1 an) Poste : Commercial/Commerciale Langues : Francais : Bon,Francais,N/A,False,Bon,CI,0,Secteur dactivite : Commerce de gros et intermediaires du commerce,POSTE 2 COMMERCIAL TERRAIN SALAIRE ENTRE 2000 ET 3000 DH EXPERIENCE DANS LE DOMAINE MEDICALE,2024-12-14,2025-01-06,RABAT AGDAL,[],RABAT,Commercial
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/972166/display,Anapec,(2) VENDEUR,RABAT AGDAL,,"Bon relationnel, sens du service","['Bon relationnel', 'Sens du service']",2000,False,RABAT Prefectoral / BENNANI,"['Technicien en vente', 'Commerce']",Retail and Sales,Formation : Exprience professionnelle : 6 mois - 1 an; Poste : Vendeur/Vendeuse; Langues : Francais : Bon,Francais,,False,Bon,CI,0,Secteur dactivite : Commerce de gros et interm?diaires du commerce,POSTE VENDEUR SALAIRE ENTRE 2000 ET 3000,2024-12-14,,RABAT AGDAL,[],RABAT,Vendeur/Vendeuse
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971917/display,Anapec,(50) OUVRIERS AGRICOLES,,,,[],0,False,MIDELT / YOUSSEF,[],Agriculture and Agribusiness,Langues: Arabe : Bon,Arabe,,False,Bon,CDD,0,Secteur dactivite : Industries alimentaires,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-13,,MIDELT,[],,
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/972130/display,Anapec,(1) Secretaire Medicale,RABAT CENTRE / BOHMOCH,,,[],0,False,N/A,[],Healthcare and Medical Services,,"Arabic: Good
French: Good",,False,Good,CI,0,"Secteur dactivite : Sante et action sociale Type de contrat : CI Lieu de travail : RABAT CENTRE Formation : Langues : Langues: Arabic: Good
French: Good",Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-13,,RABAT CENTRE,[],RABAT,Administrative
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/972106/display,Anapec,(1) Commercial/Commerciale,,,N/A,"['Bon relationnel', 'Bonne communication']",0,False,H.HASSANI / MORCHID,[],Healthcare and Medical Services,N/A,Francais,N/A,False,Bon,CI,0,Secteur dactivite : Sante et action sociale,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-13,,CASABLANCA-ANFA,[],CASABLANCA,Commercial
http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/972105/display,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/972105/display,Anapec,Aide Pharmacien,OUJDA ANGAD,,N/A,"['Accueillir les clients', 'Faire linventaire', 'Renouveler les reserves', 'Surveiller les dates de peremption', 'Mesurer la pression arterielle', 'Mesurer la glycemie']",0,False,EL OUALI,['N/A'],Healthcare and Medical Services,Formation : N/A; Exprience professionnelle : moins de 6 mois,Francais : Courant,N/A,False,Courant,CI,0,Secteur dactivite : Sante et action sociale,Accueillir les clients Faire linventaire et renouveler les reserves des medicaments Surveiller les dates de peremption,2024-12-13,2024-12-20,OUJDA ANGAD,[],OUJDA,Healthcare
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971994/display,Anapec,1 Cuisinier,TINGHIR / ELAMRI,,,[],0,False,N/A,[],Food Processing and Manufacturing,"Exprience professionnelle : (6 mois - 1 an) Poste : Cuisinier Langues : Arabe, Tamazight","Arabe, Tamazight",,False,,CDD,0,Secteur dactivite : Activites associatives Competences : N/A,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-13,,TINGHIR,[],,Cuisinier
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971955/display,Anapec,(1) TECHNICIEN GENIE CIVIL,MEKNES,,,[],0,False,MEKNES / AMMOR,[],Construction and Civil Engineering,Formation : Commentaire: - UNE EXPERIENCE DE 5ANS EST EXIGEE A CE POSTE,N/A,,False,N/A,CDI,5,Secteur dactivite : Construction Type de contrat : CDI Lieu de travail : MEKNES,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-13,,MEKNES,[],,Technicien detudes du batiment et des travaux publics
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971919/display,Anapec,(1) RESPONSABLE DE CARRIERE,MEKNES / AMMOR,,,[],0,False,N/A,"['BAC+2', 'DIPLOME EN SERVICE DES MINES', 'ETUDES TECHNIQUES']",Construction and Civil Engineering,Formation : Exprience professionnelle : (2 ans - 3 ans) Poste : Attach commercial auprs des entreprises et / ou des collectivits,N/A,,False,N/A,CDI,5,Secteur d�activite : Construction Type de contrat : CDI Lieu de travail : MEKNES,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-13,,MEKNES,[],MEKNES,Construction
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/972008/display,Anapec,(1) Sage-femme (F),TINGHIR / ELAMRI,,,[],0,False,N/A,[],Education and Teaching,N/A,"Tamazight, Arabe",,False,,CI,0,Secteur dactivite : Activites associatives Type de contrat : CI Lieu de travail : TINGHIR Description du profil : Formation : Langues : Langues: Tamazight : Arabe :,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-13,,TINGHIR,[],TINGHIR,Education and Teaching
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971975/display,Anapec,(50) AGENTS DE SECURITE,MARRAKECH GUELIZ-ENNAKHIL,,ASSURER LES BIENS ET LES PERSONNES,"['Communication', 'Teamwork', 'Problem-solving']",0,False,MARRAKECH (Nakhil) / MOUSTAHFIDE,['Bac'],Call Center and Customer Service,"Formation en Bureautiques : Word, Excel",Francais : Moyen,,False,Moyen,Choix Multiple,0,Secteur dactivite : Services fournis principalement aux entreprises,Description du poste : Salaire et type de contrat negotiable selon les competences,2024-12-13,2024-12-20,Marrakech,"['Word', 'Excel']",Marrakech,Agent de securite
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/972139/display,Anapec,(1) Soudeur,CASABLANCA-ANFA,,N/A,[],0,False,Agence universitaire Hassan II de Casablanca / TOUNSI,"['Technicien', 'TS']",Construction and Civil Engineering,Langues: Francais : Bon,Francais : Bon,,False,Bon,CI,0,Secteur dactivite : Autres Date de debut : 01/01/2025,"Caracteristiques du poste : soudeur ayant un diplome de Technicien /TS ou plus en soudure /construction metallique Taches : assurer le decoupage de la structure metallique , manipulation du poste de soudure",2024-12-13,2025-01-01,CASABLANCA-ANFA,"['soudure', 'construction metallique']",CASABLANCA,Manufacturing
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/972104/display,Anapec,(1) Vendeur/Vendeuse,,,,[],0,False,H.HASSANI / MORCHID,[],Healthcare and Medical Services,,Francais : Moyen,,False,Moyen,CI,0,Secteur dactivite : Sante et action sociale Type de contrat : CI Lieu de travail : CASABLANCA-ANFA Formation : Langues : Langues: Francais : Moyen,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-13,,CASABLANCA-ANFA,[],CASABLANCA,Sales and Retail
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971958/display,Anapec,40 Secretaire Bureautique Polyvalent,,,,[],0,False,INEZGANE AIT MELLOUL / BELMESKINE,['BAC + 2'],Business Process Outsourcing (BPO),,"Arabe: Bon, Francais: Moyen",,False,Moyen,CI,0,Secteur dactivite: Services fournis principalement aux entreprises Type de contrat: CI Lieu de travail: AGADIR Formation: Langues: Commentaire: SECRETARIAT-ACCUEIL-COMMUNICATION INTERPERSONNELLE-INFORMATIQUE-BUREAUTIQUE TECHNICIEN RECEPTIONNISTE,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-13,,AGADIR,[],,Secretary
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971938/display,Anapec,(1) CHARGE DE VENTE,MEKNES / AMMOR,,N/A,[],0,False,N/A,['Gestion'],Construction and Civil Engineering,Formation : Experience professionnelle : (3 ans - 5 ans) - Une formation en gestion avec experience de 5 ans dans un poste similaire est admise.,N/A,,False,N/A,CDI,5,Secteur dactivite : Construction Type de contrat : CDI Lieu de travail : MEKNES,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-13,N/A,Meknes,[],Meknes,Finance
http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971625/display,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971625/display,Anapec,(1) Technicien En Radiologie,OUAZZANE / ELCADI,,Capable de travailler en equipe,['Travail en equipe'],0,False,OUEZZANE / ELCADI,['N/A'],Healthcare and Medical Services,"Formation: N/A; Experience professionnelle : (3 ans - 5 ans); Poste : Technicien en imagerie medicale; Langues: Arabe : Langue maternelle, Francais : Courant, Anglais : Moyen","Arabe, Francais, Anglais",,False,Moyen,CDI,3,Secteur dactivite : Sante et action sociale.,"Description du profil : Formation : Experience professionnelle : (3 ans - 5 ans); Poste : Technicien en imagerie medicale; Langues : Arabe : Langue maternelle, Francais : Courant, Anglais : Moyen",2024-12-12,N/A,OUAZZANE,"['Techniques de radiologie standard', 'Techniques de TDM', 'Prise de VV', 'Realisation des injections de produits de contraste']",OUAZZANE,Technicien en imagerie medicale
http://www.anapec.ma,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971735/display,Anapec,(1) Conseiller De Service Carrosserie,NADOR,,N/A,[],0,False,DRIOUCH / Dounia,[],Automotive Industry,N/A,Arabe : Langue maternelle,N/A,False,N/A,CI,0,Secteur dactivite : Industrie automobile,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,N/A,NADOR,[],NADOR,Technicien en maintenance des systemes industriels de la production automobile
http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971773/display,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971773/display,Anapec,AIDE COMPTABLE,CASA-AIN CHOCK HAY HASSANI,,N/A,[],0,False,AL Fida Mers Sultan / ESSANI,['Bureautiques'],Agriculture and Agribusiness,N/A,Francais : Bon,,False,Bon,CDD,0,"Secteur dactivite : Agriculture, chasse",Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,2024-12-12,CASA-AIN CHOCK HAY HASSANI,"['Word', 'Excel']",CASA,Accounting
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971654/display,Anapec,(30) Employe Polyvalent De Restauration,,,,[],0,False,CASA-ANFA (zellaqa) / BERGANNOU,[],Tourism and Hospitality,,Francais : Moyen,,False,Moyen,CI,0,Secteur dactivite : Hotellerie et restauration Competences : Type de contrat : CI Lieu de travail : PLUSIEURS VILLES Langues : Langues: Francais : Moyen,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,,,[],,
http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971674/display,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971674/display,Anapec,(1) Secretaire,NADOR,,N/A,"['Communication', 'Teamwork', 'Adaptability']",0,False,DRIOUCH / Dounia,['Bureautiques'],Automotive Industry,N/A,"Arabe, Francais",N/A,False,Bon,CI,0,Secteur dactivite : Industrie automobile Type de contrat : CI Lieu de travail : NADOR,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,2024-12-12,NADOR,"['Word', 'Excel', 'Access', 'Power Point']",NADOR,Secretaire
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971591/display,Anapec,(1) Charge Des Achats Et Approvisionnement Avec Experience,EL JADIDA / Youssef,,,[],0,False,N/A,[],Retail and Sales,,Francais : Bon,,False,Bon,CDI,0,Secteur dactivite : Commerce de detail et reparation darticles domestiques Type de contrat : CDI Lieu de travail : EL JADIDA Formation : Experience professionnelle : (6 mois - 1 an) Poste : Responsable achats et sourcing Langues : Langues: Francais : Bon,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,2024-12-12,EL JADIDA,[],EL JADIDA,Procurement
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971765/display,Anapec,(2) Technicien Projeteur En Fluides,RABAT AGDAL,,,[],0,False,RABAT Prefectoral / BENMBAREK,[],Construction and Civil Engineering,"Nous recherchons un Dessinateur Projeteur Fluides (chauffage, ventilation, climatisation pour batiment)",Anglais : Notions; Francais : Courant,,False,Courant,CDI,2,Secteur dactivite : Autres,"Nous recherchons un Dessinateur Projeteur Fluides (chauffage, ventilation, climatisation pour batiment) Exp : 3 ans min",2024-12-12,,RABAT AGDAL,[],RABAT,Technicien Projeteur
http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971689/display,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971689/display,Anapec,(3) Preparateur,CASABLANCA-ANFA,,N/A,[],0,False,Agence universitaire Hassan II de Casablanca / AAZIB,[],Automotive Industry,Formation : N/A,N/A,N/A,False,N/A,CI,0,"Secteur dactivite : Autres Date de debut : 23/12/2024 Type de contrat : CI Lieu de travail : CASABLANCA-ANFA Caracteristiques du poste : Veiller a lapplication rigoureuse des methodes danalyse dans le laboratoire et au respect des exigences de securite Mettre en oeuvre des procedes danalyses physiques, chimiques... afin de caracteriser les proprietes dun produit et de ses composants Proceder a linterpretation des resultats et verifier la conformite avec les normes specifiques Description du profil : Formation :",Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,2024-12-23,CASABLANCA-ANFA,[],Casablanca,Laboratory Operator
http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971663/display,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971663/display,Anapec,(1) Agent De Maintenance Reseau,TAN-TAN,,N/A,[],0,False,TANTAN / ILMEN,"['CQP', 'TECH']",Information Technology (IT),Technician in Network and Telecommunications,N/A,N/A,False,N/A,CI,0,Secteur dactivite : Commerce de detail et reparation darticles domestiques Type de contrat : CI Lieu de travail : TAN-TAN Caracteristiques du poste : - Avoir un diplome de formation professionnelle en maintenance reseaux - Maitriser les techniques de maintenance des reseaux informatiques,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,N/A,TAN-TAN,[],TAN-TAN,Technician in Network and Telecommunications
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971820/display,Anapec,(50) Operatrice En Cablage Automobile,AL HAOUZ,,,[],0,False,ALHAOUZ / NAMOUSS,[],Automotive Industry,,"Arabe : Courant, Francais : Notions, Anglais : Notions",,False,Courant,Choix Multiple,0,Secteur dactivite : Industrie automobile Type de contrat : Choix Multiple Lieu de travail : AL HAOUZ Caracteristiques du poste : Fabriquer des composants electriques pour automobiles et instruments. A cote dautres activites tels que La fabrication de fils et cables electriques.,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,,AL HAOUZ,[],,Production
http://anapec.org,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971694/display,Anapec,(1) Conseiller De Service Mecanique,NADOR,,N/A,"['Bon communication', 'Travail en equipe']",0,False,DRIOUCH / Dounia,['N/A'],Automotive Industry,N/A,"Arabe, Francais",N/A,False,Bon,CI,0,"Secteur dactivite : Industrie automobile Type de contrat : CI Lieu de travail : NADOR Formation : Langues : Commentaire: si cette offre vous interesse, veuillez y postuler sur le site Anapec : (www.anapec.ma) et deposer vos CVs a lAgence driouch . Langues: Arabe : Langue maternelle
Francais : Bon",Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,N/A,NADOR,['N/A'],NADOR,Conseiller
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971667/display,Anapec,(1) Commercial,CASABLANCA-ANFA,,N/A,"['Commercial Service', 'Customer Service']",0,False,OUJDA-ANGAD / EL OUALI,['N/A'],Agriculture and Agribusiness,N/A,"Francais : Courant, Espagnol : Moyen, Arabe : Langue maternelle",N/A,False,Courant,CI,0,"Secteur dactivite : Agriculture, chasse",Assurer le service commercial (vente et service apres vente) et la gestion de stock.,2024-12-12,,CASABLANCA,[],CASABLANCA,Commercial
www.anapec.ma,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971657/display,Anapec,(1) Gestionnaire,NADOR,,N/A,"['Good communication skills', 'Team player', 'Problem-solving']",0,False,DRIOUCH / Dounia,['N/A'],Automotive Industry,N/A,Arabe : Langue maternelle; Francais : Bon,N/A,False,Bon,CI,0,Secteur dactivite : Industrie automobile,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,2024-12-12,NADOR,['N/A'],NADOR,Administrative Management
http://anapec.org,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971664/display,Anapec,(1) Commercial/Commerciale,NADOR,,N/A,"['Techniques de vente', 'Informatique']",0,False,DRIOUCH / Dounia,['N/A'],Automotive Industry,N/A,"Arabe, Francais",N/A,False,Bon,CI,0,"Secteur dactivite : Industrie automobile Type de contrat : CI Lieu de travail : NADOR Formation : Langues : Competences specifiques : Techniques de vente et informatique Commentaire: si cette offre vous interesse, veuillez y postuler sur le site Anapec : (www.anapec.ma) et deposer vos CVs a lAgence driouch . Langues: Arabe : Langue maternelle Francais : Bon",Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,N/A,NADOR,[],NADOR,Commercial
,False,http://anapec.org/sigec-app-rv/fr/entreprises/bloc_offre_home/971742/display,Anapec,"(15) Teleconseillers Parlant Tarifit , Tamazight Ou Tachelhit",AL HOCEIMA / BENROUAYINE,,,[],3200,False,N/A,[],Telecommunications,Formation : Exprience professionnelle : (moins de 6 mois) Poste : Teleconseiller Bureautiques : Word,"Tarifit : Bon, Tachelhit : Bon, Tamazight : Bon",,False,Bon,CI,0,Secteur dactivite : Postes et telecommunications Date de debut : 02/01/2025 Type de contrat : CI Lieu de travail : AL HOCEIMA,Type de contrat: N/A; Lieu de travail: N/A; Caracteristiques: N/A,2024-12-12,,AL HOCEIMA,['Word'],Tanger-Tetouan-Al Hoceima,Customer Service
